Thu Jan 22 22:14:58 MSK 2026,26.7,72.0
Thu Jan 22 22:15:00 MSK 2026,26.7,71.0
Thu Jan 22 22:15:02 MSK 2026,26.7,69.0
Thu Jan 22 22:15:04 MSK 2026,26.7,67.0
Thu Jan 22 22:15:06 MSK 2026,26.7,64.0
Thu Jan 22 22:15:08 MSK 2026,26.7,62.0
Thu Jan 22 22:15:10 MSK 2026,26.7,60.0
Thu Jan 22 22:15:12 MSK 2026,26.7,58.0
Thu Jan 22 22:15:15 MSK 2026,26.7,56.0
Thu Jan 22 22:15:17 MSK 2026,26.7,54.0
Thu Jan 22 22:15:19 MSK 2026,26.7,52.0
Thu Jan 22 22:15:21 MSK 2026,26.7,50.0
Thu Jan 22 22:15:23 MSK 2026,26.7,49.0
Thu Jan 22 22:15:25 MSK 2026,26.7,48.0
Thu Jan 22 22:15:27 MSK 2026,26.7,47.0
Thu Jan 22 22:15:29 MSK 2026,26.7,46.0
Thu Jan 22 22:15:31 MSK 2026,26.7,45.0
Thu Jan 22 22:15:33 MSK 2026,26.7,44.0
Thu Jan 22 22:15:35 MSK 2026,26.7,43.0
Thu Jan 22 22:15:37 MSK 2026,26.7,42.0
Thu Jan 22 22:15:39 MSK 2026,26.6,42.0
Thu Jan 22 22:15:41 MSK 2026,26.2,41.0
Thu Jan 22 22:15:43 MSK 2026,26.2,40.0
Thu Jan 22 22:15:45 MSK 2026,26.2,39.0
Thu Jan 22 22:15:47 MSK 2026,26.2,39.0
Thu Jan 22 22:15:49 MSK 2026,26.2,39.0
Thu Jan 22 22:15:51 MSK 2026,26.2,38.0
Thu Jan 22 22:15:53 MSK 2026,26.2,38.0
Thu Jan 22 22:15:55 MSK 2026,26.2,37.0
Thu Jan 22 22:15:57 MSK 2026,26.2,37.0
Thu Jan 22 22:15:59 MSK 2026,26.2,37.0
Thu Jan 22 22:16:01 MSK 2026,26.2,36.0
Thu Jan 22 22:16:03 MSK 2026,26.2,36.0
Thu Jan 22 22:16:05 MSK 2026,26.2,36.0
Thu Jan 22 22:16:07 MSK 2026,26.2,35.0
Thu Jan 22 22:16:09 MSK 2026,26.2,35.0
Thu Jan 22 22:16:11 MSK 2026,26.2,34.0
Thu Jan 22 22:16:13 MSK 2026,26.2,34.0
Thu Jan 22 22:16:15 MSK 2026,26.2,34.0
Thu Jan 22 22:16:17 MSK 2026,26.2,34.0
Thu Jan 22 22:16:19 MSK 2026,26.2,34.0
Thu Jan 22 22:16:21 MSK 2026,26.2,34.0
Thu Jan 22 22:16:23 MSK 2026,26.2,33.0
Thu Jan 22 22:16:25 MSK 2026,26.2,33.0
Thu Jan 22 22:16:27 MSK 2026,26.2,33.0
Thu Jan 22 22:16:30 MSK 2026,26.2,33.0
Fri Jan 23 10:11:58 MSK 2026,24.1,20.0
Fri Jan 23 10:12:00 MSK 2026,24.1,20.0
Fri Jan 23 10:12:02 MSK 2026,24.1,20.0
Fri Jan 23 10:12:04 MSK 2026,24.1,39.0
Fri Jan 23 10:12:06 MSK 2026,24.1,42.0
Fri Jan 23 10:12:08 MSK 2026,24.4,43.0
Fri Jan 23 10:12:10 MSK 2026,24.5,43.0
Fri Jan 23 10:12:12 MSK 2026,24.5,42.0
Fri Jan 23 10:12:14 MSK 2026,24.5,41.0
Fri Jan 23 10:12:16 MSK 2026,24.5,40.0
Fri Jan 23 10:12:18 MSK 2026,24.5,39.0
Fri Jan 23 10:12:21 MSK 2026,24.5,38.0
Fri Jan 23 10:12:23 MSK 2026,24.5,38.0
Fri Jan 23 10:12:25 MSK 2026,24.5,37.0
Fri Jan 23 10:12:27 MSK 2026,24.5,36.0
Fri Jan 23 10:15:04 MSK 2026,24.5,23.0
Fri Jan 23 10:15:06 MSK 2026,24.5,23.0
Fri Jan 23 10:15:08 MSK 2026,24.5,23.0
Fri Jan 23 14:06:07 MSK 2026,28.0,25.0
Fri Jan 23 14:06:09 MSK 2026,28.0,24.0
Fri Jan 23 14:06:11 MSK 2026,27.7,24.0
Fri Jan 23 14:06:13 MSK 2026,27.6,24.0
Fri Jan 23 14:06:15 MSK 2026,28.0,35.0
Fri Jan 23 14:06:17 MSK 2026,28.0,37.0
Fri Jan 23 14:06:19 MSK 2026,28.0,38.0
Fri Jan 23 14:06:21 MSK 2026,28.0,38.0
Fri Jan 23 14:06:23 MSK 2026,28.0,37.0
Fri Jan 23 14:06:25 MSK 2026,28.0,36.0
Fri Jan 23 14:06:27 MSK 2026,28.0,35.0
Fri Jan 23 14:06:29 MSK 2026,28.0,34.0
Fri Jan 23 14:06:31 MSK 2026,28.0,33.0
Fri Jan 23 14:06:33 MSK 2026,28.0,32.0
Fri Jan 23 14:06:35 MSK 2026,28.0,32.0
Fri Jan 23 14:06:37 MSK 2026,28.0,31.0
Fri Jan 23 14:06:40 MSK 2026,28.0,30.0
Fri Jan 23 14:06:42 MSK 2026,28.0,30.0
Fri Jan 23 14:06:44 MSK 2026,28.0,29.0
Fri Jan 23 14:06:46 MSK 2026,28.0,28.0
Fri Jan 23 14:06:48 MSK 2026,28.0,28.0
Fri Jan 23 14:06:50 MSK 2026,28.0,27.0
Fri Jan 23 14:06:52 MSK 2026,28.0,27.0
Fri Jan 23 14:06:54 MSK 2026,28.0,26.0
Fri Jan 23 14:06:56 MSK 2026,28.0,25.0
Fri Jan 23 14:06:58 MSK 2026,28.0,25.0
Fri Jan 23 14:07:00 MSK 2026,28.0,25.0
Fri Jan 23 14:07:02 MSK 2026,28.0,24.0
Fri Jan 23 14:07:04 MSK 2026,28.0,23.0
Fri Jan 23 14:07:06 MSK 2026,28.0,23.0
Fri Jan 23 14:07:08 MSK 2026,28.0,23.0
Fri Jan 23 14:07:10 MSK 2026,28.0,22.0
Fri Jan 23 14:07:12 MSK 2026,28.0,22.0
Fri Jan 23 14:07:14 MSK 2026,28.0,22.0
Fri Jan 23 14:07:16 MSK 2026,28.0,22.0
Fri Jan 23 14:07:18 MSK 2026,27.9,23.0
Fri Jan 23 14:07:20 MSK 2026,27.8,23.0
Fri Jan 23 14:07:22 MSK 2026,27.7,23.0
Fri Jan 23 14:07:24 MSK 2026,27.6,22.0
Fri Jan 23 14:07:26 MSK 2026,27.6,21.0
Fri Jan 23 14:07:28 MSK 2026,27.6,21.0
Fri Jan 23 14:07:30 MSK 2026,27.6,21.0
Fri Jan 23 14:07:32 MSK 2026,27.6,20.0
Fri Jan 23 14:07:34 MSK 2026,27.6,20.0
Fri Jan 23 14:07:36 MSK 2026,27.6,20.0
Fri Jan 23 14:07:38 MSK 2026,27.6,20.0
Fri Jan 23 14:07:40 MSK 2026,27.6,20.0
Fri Jan 23 14:07:42 MSK 2026,27.6,20.0
Fri Jan 23 14:07:44 MSK 2026,27.6,20.0
Fri Jan 23 14:07:46 MSK 2026,27.6,20.0
Fri Jan 23 14:07:48 MSK 2026,27.6,24.0
Fri Jan 23 14:07:50 MSK 2026,27.7,29.0
Fri Jan 23 14:07:52 MSK 2026,28.0,32.0
Fri Jan 23 14:07:55 MSK 2026,28.0,35.0
Fri Jan 23 14:07:57 MSK 2026,28.0,37.0
Fri Jan 23 14:07:59 MSK 2026,28.0,40.0
Fri Jan 23 14:08:01 MSK 2026,28.0,42.0
Fri Jan 23 14:08:03 MSK 2026,28.0,44.0
Fri Jan 23 14:08:05 MSK 2026,28.0,46.0
Fri Jan 23 14:08:07 MSK 2026,28.0,46.0
Fri Jan 23 14:08:09 MSK 2026,28.0,46.0
Fri Jan 23 14:08:11 MSK 2026,28.0,45.0
Fri Jan 23 14:08:13 MSK 2026,28.0,43.0
Fri Jan 23 14:08:15 MSK 2026,28.0,42.0
Fri Jan 23 14:08:17 MSK 2026,28.0,41.0
Fri Jan 23 14:08:19 MSK 2026,28.0,40.0
Fri Jan 23 14:08:21 MSK 2026,28.0,39.0
Fri Jan 23 14:08:23 MSK 2026,28.0,38.0
Fri Jan 23 14:08:25 MSK 2026,28.0,37.0
Fri Jan 23 14:08:27 MSK 2026,28.0,36.0
Fri Jan 23 14:08:29 MSK 2026,28.0,36.0
Fri Jan 23 14:08:31 MSK 2026,28.0,35.0
Fri Jan 23 14:08:33 MSK 2026,28.0,34.0
Fri Jan 23 14:08:35 MSK 2026,28.0,33.0
Fri Jan 23 14:08:37 MSK 2026,28.0,33.0
Fri Jan 23 14:08:39 MSK 2026,28.0,32.0
Fri Jan 23 14:08:41 MSK 2026,28.0,32.0
Fri Jan 23 14:08:43 MSK 2026,28.0,31.0
Fri Jan 23 14:08:45 MSK 2026,28.0,30.0
Fri Jan 23 14:08:47 MSK 2026,28.0,30.0
Fri Jan 23 14:08:49 MSK 2026,28.0,29.0
Fri Jan 23 14:08:51 MSK 2026,28.0,29.0
Fri Jan 23 14:08:53 MSK 2026,28.0,28.0
Fri Jan 23 14:08:55 MSK 2026,28.0,28.0
Fri Jan 23 14:08:57 MSK 2026,28.0,27.0
Fri Jan 23 14:08:59 MSK 2026,28.0,27.0
Fri Jan 23 14:09:01 MSK 2026,28.0,26.0
Fri Jan 23 14:09:03 MSK 2026,28.0,26.0
Fri Jan 23 14:09:05 MSK 2026,28.0,25.0
Fri Jan 23 14:09:08 MSK 2026,28.0,25.0
Fri Jan 23 14:09:10 MSK 2026,28.0,25.0
Fri Jan 23 14:09:12 MSK 2026,28.0,24.0
Fri Jan 23 14:09:14 MSK 2026,28.0,23.0
Fri Jan 23 14:09:16 MSK 2026,28.0,23.0
Fri Jan 23 14:09:18 MSK 2026,28.0,23.0
Fri Jan 23 14:09:20 MSK 2026,28.0,23.0
Fri Jan 23 14:09:22 MSK 2026,28.0,22.0
Fri Jan 23 14:09:24 MSK 2026,28.0,22.0
Fri Jan 23 14:09:26 MSK 2026,28.0,22.0
Fri Jan 23 14:09:28 MSK 2026,28.0,22.0
Fri Jan 23 14:09:30 MSK 2026,28.0,22.0
Fri Jan 23 14:09:32 MSK 2026,28.0,22.0
Fri Jan 23 14:09:34 MSK 2026,0.0,22.0
Fri Jan 23 19:00:27 MSK 2026,20.6,20.0
Fri Jan 23 19:00:29 MSK 2026,20.6,20.0
Fri Jan 23 19:00:31 MSK 2026,20.6,20.0
Fri Jan 23 19:00:33 MSK 2026,20.6,20.0
Fri Jan 23 19:00:35 MSK 2026,20.6,20.0
Fri Jan 23 19:00:37 MSK 2026,20.9,20.0
Fri Jan 23 19:03:36 MSK 2026,21.4,19.0
Fri Jan 23 19:03:38 MSK 2026,21.4,19.0
Fri Jan 23 19:03:40 MSK 2026,21.4,19.0
Fri Jan 23 19:03:42 MSK 2026,21.4,19.0
Fri Jan 23 19:03:44 MSK 2026,21.4,19.0
Fri Jan 23 19:03:46 MSK 2026,21.4,19.0
Fri Jan 23 19:03:48 MSK 2026,21.4,19.0
Fri Jan 23 19:03:50 MSK 2026,21.4,19.0
Fri Jan 23 19:06:10 MSK 2026,21.8,19.0
Fri Jan 23 19:06:12 MSK 2026,21.8,19.0
Fri Jan 23 19:06:14 MSK 2026,21.8,19.0
Fri Jan 23 19:06:31 MSK 2026,21.8,19.0
Fri Jan 23 19:06:33 MSK 2026,21.8,19.0
Fri Jan 23 19:06:35 MSK 2026,21.8,19.0
Fri Jan 23 19:06:37 MSK 2026,21.8,19.0
Fri Jan 23 19:06:39 MSK 2026,21.8,19.0
Fri Jan 23 19:06:41 MSK 2026,21.8,19.0
Fri Jan 23 19:06:43 MSK 2026,21.8,19.0
Fri Jan 23 19:06:45 MSK 2026,21.8,19.0
Fri Jan 23 19:06:47 MSK 2026,21.8,19.0
Fri Jan 23 19:06:49 MSK 2026,21.8,19.0
Fri Jan 23 19:06:51 MSK 2026,21.8,19.0
Fri Jan 23 19:06:59 MSK 2026,21.8,19.0
Fri Jan 23 19:07:01 MSK 2026,21.8,19.0
Fri Jan 23 19:07:03 MSK 2026,21.8,19.0
Fri Jan 23 19:07:05 MSK 2026,21.8,19.0
Fri Jan 23 19:07:07 MSK 2026,21.8,19.0
Fri Jan 23 19:07:09 MSK 2026,21.8,19.0
Fri Jan 23 19:07:11 MSK 2026,21.8,19.0
Fri Jan 23 19:07:13 MSK 2026,21.8,19.0
Fri Jan 23 19:07:15 MSK 2026,21.8,19.0
Fri Jan 23 19:07:17 MSK 2026,21.8,19.0
Fri Jan 23 19:07:19 MSK 2026,21.8,19.0
Fri Jan 23 19:07:21 MSK 2026,21.8,19.0
Fri Jan 23 19:07:23 MSK 2026,21.8,19.0
Fri Jan 23 19:07:25 MSK 2026,21.8,19.0
Fri Jan 23 19:07:27 MSK 2026,21.8,19.0
Fri Jan 23 19:07:29 MSK 2026,21.8,19.0
Fri Jan 23 19:07:31 MSK 2026,21.8,19.0
Fri Jan 23 19:07:33 MSK 2026,21.8,19.0
Fri Jan 23 19:07:35 MSK 2026,21.8,19.0
Fri Jan 23 19:07:37 MSK 2026,21.8,19.0
Fri Jan 23 19:07:39 MSK 2026,21.8,19.0
Fri Jan 23 19:07:41 MSK 2026,21.8,19.0
Fri Jan 23 19:07:44 MSK 2026,21.8,19.0
Fri Jan 23 19:07:46 MSK 2026,21.8,19.0
Fri Jan 23 19:07:48 MSK 2026,21.8,19.0
Fri Jan 23 19:07:50 MSK 2026,21.8,19.0
Fri Jan 23 19:07:52 MSK 2026,21.8,19.0
Fri Jan 23 19:07:54 MSK 2026,21.8,19.0
Fri Jan 23 19:07:56 MSK 2026,21.8,19.0
Fri Jan 23 19:07:58 MSK 2026,21.8,19.0
Fri Jan 23 19:08:00 MSK 2026,21.8,19.0
Fri Jan 23 19:08:02 MSK 2026,21.8,19.0
Fri Jan 23 19:08:04 MSK 2026,21.8,19.0
Fri Jan 23 19:09:15 MSK 2026,21.8,19.0
Fri Jan 23 19:09:17 MSK 2026,21.8,19.0
Fri Jan 23 19:09:19 MSK 2026,21.8,19.0
Fri Jan 23 19:09:21 MSK 2026,21.8,19.0
Fri Jan 23 19:09:23 MSK 2026,21.8,19.0
Fri Jan 23 19:09:25 MSK 2026,21.8,19.0
Fri Jan 23 19:09:27 MSK 2026,21.8,19.0
Fri Jan 23 19:09:29 MSK 2026,21.8,19.0
Fri Jan 23 19:09:31 MSK 2026,21.8,19.0
Fri Jan 23 19:09:33 MSK 2026,21.8,19.0
Fri Jan 23 19:09:35 MSK 2026,21.8,19.0
Fri Jan 23 19:09:37 MSK 2026,21.8,19.0
Fri Jan 23 19:09:39 MSK 2026,21.8,19.0
Fri Jan 23 19:09:41 MSK 2026,21.8,19.0
Fri Jan 23 19:09:43 MSK 2026,21.8,19.0
Fri Jan 23 19:09:45 MSK 2026,21.8,19.0
Fri Jan 23 19:09:47 MSK 2026,21.8,19.0
Fri Jan 23 19:09:49 MSK 2026,21.8,19.0
Fri Jan 23 19:09:51 MSK 2026,21.8,19.0
Fri Jan 23 19:09:53 MSK 2026,21.8,19.0
Fri Jan 23 19:09:55 MSK 2026,21.8,19.0
Fri Jan 23 19:09:57 MSK 2026,21.8,19.0
Fri Jan 23 19:09:59 MSK 2026,21.8,19.0
Fri Jan 23 19:10:01 MSK 2026,21.8,19.0
Fri Jan 23 19:10:03 MSK 2026,21.8,19.0
Fri Jan 23 19:10:05 MSK 2026,21.8,19.0
Fri Jan 23 19:10:07 MSK 2026,21.8,19.0
Fri Jan 23 19:10:09 MSK 2026,21.8,19.0
Fri Jan 23 19:10:11 MSK 2026,21.8,19.0
Fri Jan 23 19:10:13 MSK 2026,21.8,19.0
Fri Jan 23 19:10:15 MSK 2026,21.8,19.0
Fri Jan 23 19:10:18 MSK 2026,21.8,19.0
Fri Jan 23 19:12:09 MSK 2026,21.8,19.0
Fri Jan 23 19:12:11 MSK 2026,21.8,19.0
Fri Jan 23 19:12:13 MSK 2026,21.8,19.0
Fri Jan 23 19:12:15 MSK 2026,21.8,19.0
Fri Jan 23 19:12:17 MSK 2026,21.8,19.0
Fri Jan 23 19:12:19 MSK 2026,21.8,19.0
Fri Jan 23 19:26:28 MSK 2026,22.1,19.0
Fri Jan 23 19:26:29 MSK 2026,21.8,19.0
Fri Jan 23 19:26:32 MSK 2026,21.8,19.0
Fri Jan 23 19:26:34 MSK 2026,21.8,19.0
Fri Jan 23 19:26:36 MSK 2026,21.8,19.0
Fri Jan 23 19:26:38 MSK 2026,21.8,19.0
Fri Jan 23 19:26:40 MSK 2026,21.8,19.0
Fri Jan 23 19:26:42 MSK 2026,21.8,19.0
Fri Jan 23 19:26:44 MSK 2026,21.8,19.0
Fri Jan 23 19:26:46 MSK 2026,21.8,19.0
Fri Jan 23 19:26:48 MSK 2026,21.8,19.0
Fri Jan 23 19:26:50 MSK 2026,21.8,19.0
Fri Jan 23 19:26:52 MSK 2026,21.8,19.0
Fri Jan 23 19:26:54 MSK 2026,21.8,19.0
Fri Jan 23 19:26:56 MSK 2026,21.8,19.0
Fri Jan 23 19:26:58 MSK 2026,21.8,19.0
Fri Jan 23 19:27:00 MSK 2026,21.8,19.0
Fri Jan 23 19:27:02 MSK 2026,21.8,19.0
Fri Jan 23 19:27:04 MSK 2026,21.8,19.0
Fri Jan 23 19:27:06 MSK 2026,21.8,19.0
Fri Jan 23 19:27:08 MSK 2026,21.8,19.0
Fri Jan 23 19:27:10 MSK 2026,21.8,19.0
Fri Jan 23 19:27:12 MSK 2026,21.8,19.0
Fri Jan 23 19:27:14 MSK 2026,21.8,19.0
Fri Jan 23 19:27:16 MSK 2026,21.8,19.0
Fri Jan 23 19:27:18 MSK 2026,21.8,19.0
Fri Jan 23 19:27:20 MSK 2026,21.8,19.0
Fri Jan 23 19:27:22 MSK 2026,21.8,19.0
Fri Jan 23 19:27:24 MSK 2026,21.8,19.0
Fri Jan 23 19:27:26 MSK 2026,21.8,19.0
Fri Jan 23 19:27:28 MSK 2026,21.8,19.0
Fri Jan 23 19:27:30 MSK 2026,21.8,19.0
Fri Jan 23 19:27:32 MSK 2026,21.8,19.0
Fri Jan 23 19:27:34 MSK 2026,21.8,19.0
Fri Jan 23 19:27:36 MSK 2026,21.8,19.0
Fri Jan 23 19:27:38 MSK 2026,21.8,19.0
Fri Jan 23 19:27:40 MSK 2026,21.8,19.0
Fri Jan 23 19:27:42 MSK 2026,21.8,19.0
Fri Jan 23 19:27:44 MSK 2026,21.8,19.0
Fri Jan 23 19:27:47 MSK 2026,21.8,19.0
Fri Jan 23 19:27:49 MSK 2026,21.8,19.0
Fri Jan 23 19:27:51 MSK 2026,21.8,19.0
Fri Jan 23 19:27:53 MSK 2026,21.8,19.0
Fri Jan 23 19:27:55 MSK 2026,21.8,19.0
Fri Jan 23 19:27:57 MSK 2026,21.8,19.0
Fri Jan 23 19:27:59 MSK 2026,21.8,19.0
Fri Jan 23 19:28:01 MSK 2026,21.8,19.0
Fri Jan 23 19:28:03 MSK 2026,21.8,19.0
Fri Jan 23 19:28:05 MSK 2026,21.8,19.0
Fri Jan 23 19:28:07 MSK 2026,21.8,19.0
Fri Jan 23 19:28:09 MSK 2026,21.8,19.0
Fri Jan 23 19:28:11 MSK 2026,21.8,19.0
Fri Jan 23 19:28:13 MSK 2026,21.8,19.0
Fri Jan 23 19:28:15 MSK 2026,21.8,19.0
Fri Jan 23 19:28:17 MSK 2026,21.8,19.0
Fri Jan 23 19:28:19 MSK 2026,21.8,19.0
Fri Jan 23 19:28:21 MSK 2026,21.8,19.0
Fri Jan 23 19:28:23 MSK 2026,21.8,19.0
Fri Jan 23 19:28:25 MSK 2026,21.8,19.0
Fri Jan 23 19:28:27 MSK 2026,21.8,19.0
Fri Jan 23 19:28:29 MSK 2026,21.8,19.0
Fri Jan 23 19:28:31 MSK 2026,21.8,19.0
Fri Jan 23 19:28:33 MSK 2026,21.8,19.0
Fri Jan 23 19:28:35 MSK 2026,21.8,19.0
Fri Jan 23 19:28:37 MSK 2026,21.8,19.0
Fri Jan 23 19:28:39 MSK 2026,21.8,19.0
Fri Jan 23 19:28:41 MSK 2026,21.8,19.0
Fri Jan 23 19:28:43 MSK 2026,21.8,19.0
Fri Jan 23 19:28:45 MSK 2026,21.8,19.0
Fri Jan 23 19:28:47 MSK 2026,21.8,19.0
Fri Jan 23 19:28:49 MSK 2026,21.8,19.0
Fri Jan 23 19:28:51 MSK 2026,21.8,19.0
Fri Jan 23 19:28:53 MSK 2026,21.8,19.0
Fri Jan 23 19:28:55 MSK 2026,21.8,19.0
Fri Jan 23 19:28:57 MSK 2026,21.8,19.0
Fri Jan 23 19:28:59 MSK 2026,21.8,19.0
Fri Jan 23 19:29:02 MSK 2026,21.8,19.0
Fri Jan 23 19:29:04 MSK 2026,21.8,19.0
Fri Jan 23 19:29:06 MSK 2026,21.8,19.0
Fri Jan 23 19:29:08 MSK 2026,21.8,19.0
Fri Jan 23 19:29:10 MSK 2026,21.8,19.0
Fri Jan 23 19:29:12 MSK 2026,21.8,19.0
Fri Jan 23 19:29:14 MSK 2026,21.8,19.0
Fri Jan 23 19:29:16 MSK 2026,21.8,19.0
Fri Jan 23 19:29:18 MSK 2026,21.8,19.0
Fri Jan 23 19:29:20 MSK 2026,21.8,19.0
Fri Jan 23 19:29:22 MSK 2026,21.8,19.0
Fri Jan 23 19:29:24 MSK 2026,21.8,19.0
Fri Jan 23 19:29:26 MSK 2026,21.8,19.0
Fri Jan 23 19:29:28 MSK 2026,21.8,19.0
Fri Jan 23 19:29:30 MSK 2026,21.8,19.0
Fri Jan 23 19:31:39 MSK 2026,21.8,19.0
Fri Jan 23 19:31:41 MSK 2026,21.8,19.0
Fri Jan 23 19:31:43 MSK 2026,21.8,19.0
Fri Jan 23 19:31:45 MSK 2026,21.8,19.0
Fri Jan 23 19:31:47 MSK 2026,21.8,19.0
Fri Jan 23 19:31:49 MSK 2026,21.8,19.0
Fri Jan 23 19:31:51 MSK 2026,21.8,19.0
Fri Jan 23 19:31:53 MSK 2026,21.8,19.0
Fri Jan 23 19:31:55 MSK 2026,21.8,19.0
Fri Jan 23 19:31:57 MSK 2026,21.8,19.0
Fri Jan 23 19:31:59 MSK 2026,21.8,19.0
Fri Jan 23 19:32:02 MSK 2026,21.8,19.0
Fri Jan 23 19:32:04 MSK 2026,21.8,19.0
Fri Jan 23 19:32:06 MSK 2026,21.8,19.0
Fri Jan 23 19:32:08 MSK 2026,21.8,19.0
Fri Jan 23 19:32:10 MSK 2026,21.8,19.0
Fri Jan 23 19:32:12 MSK 2026,21.8,19.0
Fri Jan 23 19:32:14 MSK 2026,21.8,19.0
Fri Jan 23 19:32:16 MSK 2026,21.8,19.0
Fri Jan 23 19:32:18 MSK 2026,21.8,19.0
Fri Jan 23 19:32:20 MSK 2026,21.8,19.0
Fri Jan 23 19:32:22 MSK 2026,21.8,19.0
Fri Jan 23 19:32:24 MSK 2026,21.8,30.0
